#PY	PYTONE	WG	YALE	GI	BPMF	GR	FR	TY
meng2	méng	meng2,mêng2	meng2	meng2	ㄇㄥˊ	meng	mong2	meng2
meng3	měng	meng3,mêng3	meng3	meng3	ㄇㄥˇ	meeng	mong3	meng3
meng4	mèng	meng4,mêng4	meng4	meng4	ㄇㄥˋ	menq	mong4	meng4
mi,mi0,mi5	mi	mi,mi0,mi5	mi,mi0,mi5	mi,mi0,mi5	ㄇ一˙,ㄇ一	.mi	mi,mi0,mi5	mi
mi1	mī	mi1	mi1	mi1	ㄇ一ˉ	mhi	mi1	mi1
mi2	mí	mi2	mi2	mi2	ㄇ一ˊ	mi	mi2	mi2
mi3	mǐ	mi3	mi3	mi3	ㄇ一ˇ	mii	mi3	mi3
mi4	mì	mi4	mi4	mi4	ㄇ一ˋ	mih	mi4	mi4
mian,mian0,mian5	mian	mien,mien0,mien5	myan,myan0,myan5	mian,mian0,mian5	ㄇ一ㄢ˙,ㄇ一ㄢ	.mian	mien,mien0,mien5	mian
mian1	miān	mien1	myan1	mian1	ㄇ一ㄢˉ	mhian	mien1	mian1
mian2	mián	mien2	myan2	mian2	ㄇ一ㄢˊ	mian	mien2	mian2
mian3	miǎn	mien3	myan3	mian3	ㄇ一ㄢˇ	mean	mien3	mian3
mian4	miàn	mien4	myan4	mian4	ㄇ一ㄢˋ	miann	mien4	mian4
miao,miao0,miao5	miao	miao,miao0,miao5	myau,myau0,myau5	miao,miao0,miao5	ㄇ一ㄠ˙,ㄇ一ㄠ	.miau	miao,miao0,miao5	miao
miao1	miāo	miao1	myau1	miao1	ㄇ一ㄠˉ	mhiau	miao1	miao1
miao2	miáo	miao2	myau2	miao2	ㄇ一ㄠˊ	miau	miao2	miao2
miao3	miǎo	miao3	myau3	miao3	ㄇ一ㄠˇ	meau	miao3	miao3
miao4	miào	miao4	myau4	miao4	ㄇ一ㄠˋ	miaw	miao4	miao4
mie,mie0,mie5	mie	mieh,mieh0,mieh5	mye,mye0,mye5	mie,mie0,mie5	ㄇ一ㄝ˙,ㄇ一ㄝ	.mie	mie,mie0,mie5	mie
mie1	miē	mieh1	mye1	mie1	ㄇ一ㄝˉ	mhie	mie1	mie1
mie2	mié	mieh2	mye2	mie2	ㄇ一ㄝˊ	mie	mie2	mie2
mie3	miě	mieh3	mye3	mie3	ㄇ一ㄝˇ	miee	mie3	mie3
mie4	miè	mieh4	mye4	mie4	ㄇ一ㄝˋ	mieh	mie4	mie4
min,min0,min5	min	min,min0,min5	min,min0,min5	min,min0,min5	ㄇ一ㄣ˙,ㄇ一ㄣ	.min	min,min0,min5	min
min1	mīn	min1	min1	min1	ㄇ一ㄣˉ	mhin	min1	min1
min2	mín	min2	min2	min2	ㄇ一ㄣˊ	min	min2	min2
min3	mǐn	min3	min3	min3	ㄇ一ㄣˇ	miin	min3	min3
min4	mìn	min4	min4	min4	ㄇ一ㄣˋ	minn	min4	min4
ming,ming0,ming5	ming	ming,ming0,ming5	ming,ming0,ming5	ming,ming0,ming5	ㄇ一ㄥ˙,ㄇ一ㄥ	.ming	ming,ming0,ming5	ming
ming1	mīng	ming1	ming1	ming1	ㄇ一ㄥˉ	mhing	ming1	ming1
ming2	míng	ming2	ming2	ming2	ㄇ一ㄥˊ	ming	ming2	ming2
ming3	mǐng	ming3	ming3	ming3	ㄇ一ㄥˇ	miing	ming3	ming3
ming4	mìng	ming4	ming4	ming4	ㄇ一ㄥˋ	minq	ming4	ming4
miu,miu0,miu5	miu	miu,miu0,miu5	myou,myou0,myou5	miou,miou0,miou5	ㄇ一ㄡ˙,ㄇ一ㄡ	.miou	mieou,mieou0,mieou5	miou
miu1	miū	miu1	myou1	miou1	ㄇ一ㄡˉ	mhiou	mieou1	miou1
miu2	miú	miu2	myou2	miou2	ㄇ一ㄡˊ	miou	mieou2	miou2
miu3	miǔ	miu3	myou3	miou3	ㄇ一ㄡˇ	meou	mieou3	miou3
miu4	miù	miu4	myou4	miou4	ㄇ一ㄡˋ	miow	mieou4	miou4
mo,mo0,mo5	mo	mo,mo0,mo5	mwo,mwo0,mwo5	mo,mo0,mo5	ㄇㄛ˙,ㄇㄛ	.mo	mo,mo0,mo5	mo
mo1	mō	mo1	mwo1	mo1	ㄇㄛˉ	mho	mo1	mo1
mo2	mó	mo2	mwo2	mo2	ㄇㄛˊ	mo	mo2	mo2
mo3	mǒ	mo3	mwo3	mo3	ㄇㄛˇ	moo	mo3	mo3
mo4	mò	mo4	mwo4	mo4	ㄇㄛˋ	moh	mo4	mo4
mou,mou0,mou5	mou	mou,mou0,mou5	mou,mou0,mou5	mou,mou0,mou5	ㄇㄡ˙,ㄇㄡ	.mou	meou,meou0,meou5	mou
mou1	mōu	mou1	mou1	mou1	ㄇㄡˉ	mhou	meou1	mou1
mou2	móu	mou2	mou2	mou2	ㄇㄡˊ	mou	meou2	mou2
mou3	mǒu	mou3	mou3	mou3	ㄇㄡˇ	moou	meou3	mou3
mou4	mòu	mou4	mou4	mou4	ㄇㄡˋ	mow	meou4	mou4
mu,mu0,mu5	mu	mu,mu0,mu5	mu,mu0,mu5	mu,mu0,mu5	ㄇㄨ˙,ㄇㄨ	.mu	mou,mou0,mou5	mu
mu1	mū	mu1	mu1	mu1	ㄇㄨˉ	mhu	mou1	mu1
mu2	mú	mu2	mu2	mu2	ㄇㄨˊ	mu	mou2	mu2
mu3	mǔ	mu3	mu3	mu3	ㄇㄨˇ	muu	mou3	mu3
mu4	mù	mu4	mu4	mu4	ㄇㄨˋ	muh	mou4	mu4
na,na0,na5	na	na,na0,na5	na,na0,na5	na,na0,na5	ㄋㄚ˙,ㄋㄚ	.na	na,na0,na5	na
na1	nā	na1	na1	na1	ㄋㄚˉ	nha	na1	na1
na2	ná	na2	na2	na2	ㄋㄚˊ	na	na2	na2
na3	nǎ	na3	na3	na3	ㄋㄚˇ	naa	na3	na3
na4	nà	na4	na4	na4	ㄋㄚˋ	nah	na4	na4
nai,nai0,nai5	nai	nai,nai0,nai5	nai,nai0,nai5	nai,nai0,nai5	ㄋㄞ˙,ㄋㄞ	.nai	nai,nai0,nai5	nai
nai1	nāi	nai1	nai1	nai1	ㄋㄞˉ	nhai	nai1	nai1
nai2	nái	nai2	nai2	nai2	ㄋㄞˊ	nai	nai2	nai2
nai3	nǎi	nai3	nai3	nai3	ㄋㄞˇ	nae	nai3	nai3
nai4	nài	nai4	nai4	nai4	ㄋㄞˋ	nay	nai4	nai4
nan,nan0,nan5	nan	nan,nan0,nan5	nan,nan0,nan5	nan,nan0,nan5	ㄋㄢ˙,ㄋㄢ	.nan	nan,nan0,nan5	nan
nan1	nān	nan1	nan1	nan1	ㄋㄢˉ	nhan	nan1	nan1
nan2	nán	nan2	nan2	nan2	ㄋㄢˊ	nan	nan2	nan2
nan3	nǎn	nan3	nan3	nan3	ㄋㄢˇ	naan	nan3	nan3
nan4	nàn	nan4	nan4	nan4	ㄋㄢˋ	nann	nan4	nan4
nang,nang0,nang5	nang	nang,nang0,nang5	nang,nang0,nang5	nang,nang0,nang5	ㄋㄤ˙,ㄋㄤ	.nang	nang,nang0,nang5	nang
nang1	nāng	nang1	nang1	nang1	ㄋㄤˉ	nhang	nang1	nang1
nang2	náng	nang2	nang2	nang2	ㄋㄤˊ	nang	nang2	nang2
nang3	nǎng	nang3	nang3	nang3	ㄋㄤˇ	naang	nang3	nang3
nang4	nàng	nang4	nang4	nang4	ㄋㄤˋ	nanq	nang4	nang4
nao,nao0,nao5	nao	nao,nao0,nao5	nau,nau0,nau5	nau,nau0,nau5	ㄋㄠ˙,ㄋㄠ	.nau	nao,nao0,nao5	nao
nao1	nāo	nao1	nau1	nau1	ㄋㄠˉ	nhau	nao1	nao1
nao2	náo	nao2	nau2	nau2	ㄋㄠˊ	nau	nao2	nao2
nao3	nǎo	nao3	nau3	nau3	ㄋㄠˇ	nao	nao3	nao3
nao4	nào	nao4	nau4	nau4	ㄋㄠˋ	naw	nao4	nao4
ne,ne0,ne5	ne	ne,ne0,ne5,nê,nê0,nê5	ne,ne0,ne5	ne,ne0,ne5	ㄋㄜ˙,ㄋㄜ	.ne	ne,ne0,ne5	ne
ne1	nē	ne1,nê1	ne1	ne1	ㄋㄜˉ	nhe	ne1	ne1
ne2	né	ne2,nê2	ne2	ne2	ㄋㄜˊ	ne	ne2	ne2
ne3	ně	ne3,nê3	ne3	ne3	ㄋㄜˇ	nee	ne3	ne3
ne4	nè	ne4,nê4	ne4	ne4	ㄋㄜˋ	neh	ne4	ne4
nei,nei0,nei5	nei	nei,nei0,nei5	nei,nei0,nei5	nei,nei0,nei5	ㄋㄟ˙,ㄋㄟ	.nei	nei,nei0,nei5	nei
nei1	nēi	nei1	nei1	nei1	ㄋㄟˉ	nhei	nei1	nei1
nei2	néi	nei2	nei2	nei2	ㄋㄟˊ	nei	nei2	nei2
nei3	něi	nei3	nei3	nei3	ㄋㄟˇ	neei	nei3	nei3
nei4	nèi	nei4	nei4	nei4	ㄋㄟˋ	ney	nei4	nei4
nen,nen0,nen5	nen	nen,nen0,nen5,nên,nên0,nên5	nen,nen0,nen5	nen,nen0,nen5	ㄋㄣ˙,ㄋㄣ	.nen	nen,nen0,nen5	nen
nen1	nēn	nen1,nên1	nen1	nen1	ㄋㄣˉ	nhen	nen1	nen1
nen2	nén	nen2,nên2	nen2	nen2	ㄋㄣˊ	nen	nen2	nen2
nen3	něn	nen3,nên3	nen3	nen3	ㄋㄣˇ	neen	nen3	nen3
nen4	nèn	nen4,nên4	nen4	nen4	ㄋㄣˋ	nenn	nen4	nen4
neng,neng0,neng5	neng	neng,neng0,neng5,nêng,nêng0,nêng5	neng,neng0,neng5	neng,neng0,neng5	ㄋㄥ˙,ㄋㄥ	.neng	neng,neng0,neng5	neng
neng1	nēng	neng1,nêng1	neng1	neng1	ㄋㄥˉ	nheng	neng1	neng1
neng2	néng	neng2,nêng2	neng2	neng2	ㄋㄥˊ	neng	neng2	neng2
neng3	něng	neng3,nêng3	neng3	neng3	ㄋㄥˇ	neeng	neng3	neng3
neng4	nèng	neng4,nêng4	neng4	neng4	ㄋㄥˋ	nenq	neng4	neng4
ni,ni0,ni5	ni	ni,ni0,ni5	ni,ni0,ni5	ni,ni0,ni5	ㄋ一˙,ㄋ一	.ni	ni,ni0,ni5	ni
ni1	nī	ni1	ni1	ni1	ㄋ一ˉ	nhi	ni1	ni1
ni2	ní	ni2	ni2	ni2	ㄋ一ˊ	ni	ni2	ni2
ni3	nǐ	ni3	ni3	ni3	ㄋ一ˇ	nii	ni3	ni3
ni4	nì	ni4	ni4	ni4	ㄋ一ˋ	nih	ni4	ni4
nian,nian0,nian5	nian	nien,nien0,nien5	nyan,nyan0,nyan5	nian,nian0,nian5	ㄋ一ㄢ˙,ㄋ一ㄢ	.nian	nien,nien0,nien5	nian
nian1	niān	nien1	nyan1	nian1	ㄋ一ㄢˉ	nhian	nien1	nian1
nian2	nián	nien2	nyan2	nian2	ㄋ一ㄢˊ	nian	nien2	nian2
nian3	niǎn	nien3	nyan3	nian3	ㄋ一ㄢˇ	nean	nien3	nian3
nian4	niàn	nien4	nyan4	nian4	ㄋ一ㄢˋ	niann	nien4	nian4
niang,niang0,niang5	niang	niang,niang0,niang5	nyang,nyang0,nyang5	niang,niang0,niang5	ㄋ一ㄤ˙,ㄋ一ㄤ	.niang	niang,niang0,niang5	niang
niang1	niāng	niang1	nyang1	niang1	ㄋ一ㄤˉ	nhiang	niang1	niang1
niang2	niáng	niang2	nyang2	niang2	ㄋ一ㄤˊ	niang	niang2	niang2
niang3	niǎng	niang3	nyang3	niang3	ㄋ一ㄤˇ	neang	niang3	niang3
niang4	niàng	niang4	nyang4	niang4	ㄋ一ㄤˋ	nianq	niang4	niang4
niao,niao0,niao5	niao	niao,niao0,niao5	nyau,nyau0,nyau5	niau,niau0,niau5	ㄋ一ㄠ˙,ㄋ一ㄠ	.niau	niao,niao0,niao5	niao
niao1	niāo	niao1	nyau1	niau1	ㄋ一ㄠˉ	nhiau	niao1	niao1
niao2	niáo	niao2	nyau2	niau2	ㄋ一ㄠˊ	niau	niao2	niao2
niao3	niǎo	niao3	nyau3	niau3	ㄋ一ㄠˇ	neau	niao3	niao3
niao4	niào	niao4	nyau4	niau4	ㄋ一ㄠˋ	niaw	niao4	niao4
nie,nie0,nie5	nie	nieh,nieh0,nieh5	nye,nye0,nye5	nie,nie0,nie5	ㄋ一ㄝ˙,ㄋ一ㄝ	.nie	nie,nie0,nie5	nie
nie1	niē	nieh1	nye1	nie1	ㄋ一ㄝˉ	nhie	nie1	nie1
nie2	nié	nieh2	nye2	nie2	ㄋ一ㄝˊ	nie	nie2	nie2
nie3	niě	nieh3	nye3	nie3	ㄋ一ㄝˇ	niee	nie3	nie3
nie4	niè	nieh4	nye4	nie4	ㄋ一ㄝˋ	nieh	nie4	nie4
nin,nin0,nin5	nin	nin,nin0,nin5	nin,nin0,nin5	nin,nin0,nin5	ㄋ一ㄣ˙,ㄋ一ㄣ	.nin	nin,nin0,nin5	nin
nin1	nīn	nin1	nin1	nin1	ㄋ一ㄣˉ	nhin	nin1	nin1
nin2	nín	nin2	nin2	nin2	ㄋ一ㄣˊ	nin	nin2	nin2
nin3	nǐn	nin3	nin3	nin3	ㄋ一ㄣˇ	niin	nin3	nin3
nin4	nìn	nin4	nin4	nin4	ㄋ一ㄣˋ	ninn	nin4	nin4
ning,ning0,ning5	ning	ning,ning0,ning5	ning,ning0,ning5	ning,ning0,ning5	ㄋ一ㄥ˙,ㄋ一ㄥ	.ning	ning,ning0,ning5	ning
ning1	nīng	ning1	ning1	ning1	ㄋ一ㄥˉ	nhing	ning1	ning1
ning2	níng	ning2	ning2	ning2	ㄋ一ㄥˊ	ning	ning2	ning2
ning3	nǐng	ning3	ning3	ning3	ㄋ一ㄥˇ	niing	ning3	ning3
ning4	nìng	ning4	ning4	ning4	ㄋ一ㄥˋ	ninq	ning4	ning4
niu,niu0,niu5	niu	niu,niu0,niu5	nyou,nyou0,nyou5	niou,niou0,niou5	ㄋ一ㄡ˙,ㄋ一ㄡ	.niou	nieou,nieou0,nieou5	niou
niu1	niū	niu1	nyou1	niou1	ㄋ一ㄡˉ	nhiou	nieou1	niou1
niu2	niú	niu2	nyou2	niou2	ㄋ一ㄡˊ	niou	nieou2	niou2
niu3	niǔ	niu3	nyou3	niou3	ㄋ一ㄡˇ	neou	nieou3	niou3
niu4	niù	niu4	nyou4	niou4	ㄋ一ㄡˋ	niow	nieou4	niou4
nong,nong0,nong5	nong	nung,nung0,nung5	nung,nung0,nung5	nung,nung0,nung5	ㄋㄨㄥ˙,ㄋㄨㄥ	.nong	nong,nong0,nong5	nong
nong1	nōng	nung1	nung1	nung1	ㄋㄨㄥˉ	nhong	nong1	nong1
nong2	nóng	nung2	nung2	nung2	ㄋㄨㄥˊ	nong	nong2	nong2
nong3	nǒng	nung3	nung3	nung3	ㄋㄨㄥˇ	noong	nong3	nong3
nong4	nòng	nung4	nung4	nung4	ㄋㄨㄥˋ	nonq	nong4	nong4
nou,nou0,nou5	nou	no,no0,no5	nou,nou0,nou5	nou,nou0,nou5	ㄋㄡ˙,ㄋㄡ	.nou	nneou,nneou0,nneou5	nou
nou1	nōu	no1	nou1	nou1	ㄋㄡˉ	nhou	nneou1	nou1
nou2	nóu	no2	nou2	nou2	ㄋㄡˊ	nou	nneou2	nou2
nou3	nǒu	no3	nou3	nou3	ㄋㄡˇ	noou	nneou3	nou3
nou4	nòu	no4	nou4	nou4	ㄋㄡˋ	now	nneou4	nou4
nu,nu0,nu5	nu	nu,nu0,nu5	nu,nu0,nu5	nu,nu0,nu5	ㄋㄨ˙,ㄋㄨ	.nu	nou,nou0,nou5	nu
nu1	nū	nu1	nu1	nu1	ㄋㄨˉ	nhu	nou1	nu1
nu2	nú	nu2	nu2	nu2	ㄋㄨˊ	nu	nou2	nu2
nu3	nǔ	nu3	nu3	nu3	ㄋㄨˇ	nuu	nou3	nu3
nu4	nù	nu4	nu4	nu4	ㄋㄨˋ	nuh	nou4	nu4
nuan,nuan0,nuan5	nuan	nuan,nuan0,nuan5	nwan,nwan0,nwan5	nuan,nuan0,nuan5	ㄋㄨㄢ˙,ㄋㄨㄢ	.nuan	nouan,nouan0,nouan5	nuan
nuan1	nuān	nuan1	nwan1	nuan1	ㄋㄨㄢˉ	nhuan	nouan1	nuan1
nuan2	nuán	nuan2	nwan2	nuan2	ㄋㄨㄢˊ	nuan	nouan2	nuan2
nuan3	nuǎn	nuan3	nwan3	nuan3	ㄋㄨㄢˇ	noan	nouan3	nuan3
nuan4	nuàn	nuan4	nwan4	nuan4	ㄋㄨㄢˋ	nuann	nouan4	nuan4
nue,nue0,nue5	nue	nüeh,nüeh0,nüeh5,nu:eh,nu:eh0,nu:eh5	nywe,nywe0,nywe5	niue,niue0,niue5	ㄋㄩㄝ˙,ㄋㄩㄝ	.niue	nio,nio0,nio5	nyue
nue1	nuē	nüeh1,nu:eh1	nywe1	niue1	ㄋㄩㄝˉ	nhiue	nio1	nyue1
nue2	nué	nüeh2,nu:eh2	nywe2	niue2	ㄋㄩㄝˊ	niue	nio2	nyue2
nue3	nuě	nüeh3,nu:eh3	nywe3	niue3	ㄋㄩㄝˇ	neue	nio3	nyue3
nue4	nuè	nüeh4,nu:eh4	nywe4	niue4	ㄋㄩㄝˋ	niueh	nio4	nyue4
nuo,nuo0,nuo5	nuo	no,no0,no5	nwo,nwo0,nwo5	nuo,nuo0,nuo5	ㄋㄨㄛ˙,ㄋㄨㄛ	.nuo	no,no0,no5	nuo
nuo1	nuō	no1	nwo1	nuo1	ㄋㄨㄛˉ	nhuo	no1	nuo1
nuo2	nuó	no2	nwo2	nuo2	ㄋㄨㄛˊ	nuo	no2	nuo2
nuo3	nuǒ	no3	nwo3	nuo3	ㄋㄨㄛˇ	nuoo	no3	nuo3
nuo4	nuò	no4	nwo4	nuo4	ㄋㄨㄛˋ	nuoh	no4	nuo4
nü,nü0,nü5,nu:,nu:0,nu:5,nv,nv0,nv5,nyu,nyu0,nyu5	nü	nü,nü0,nü5,nu:,nu:0,nu:5	nyu,nyu0,nyu5	niu,niu0,niu5	ㄋㄩ˙,ㄋㄩ	.niu	niu	nyu
nü1,nu:1,nv1,nyu1	nǖ	nü1,nu:1	nyu1	niu1	ㄋㄩˉ	nhiu	niu1	nyu1
nü2,nu:2,nv2,nyu2	nǘ	nü2,nu:2	nyu2	niu2	ㄋㄩˊ	niu	niu2	nyu2
nü3,nu:3,nv3,nyu3	nǚ	nü3,nu:3	nyu3	niu3	ㄋㄩˇ	neu	niu3	nyu3
nü4,nu:4,nv4,nyu4	nǜ	nü4,nu:4	nyu4	niu4	ㄋㄩˋ	niuh	niu4	nyu4
ou,ou0,ou5	ou	ou,ou0,ou5	ou,ou0,ou5	ou,ou0,ou5	ㄡ˙,ㄡ	.ou	ngeou,ngeou0,ngeou5	ou
ou1	ōu	ou1	ou1	ou1	ㄡˉ	ou	ngeou1	ou1
ou2	óu	ou2	ou2	ou2	ㄡˊ	our	ngeou2	ou2
ou3	ǒu	ou3	ou3	ou3	ㄡˇ	oou	ngeou3	ou3
ou4	òu	ou4	ou4	ou4	ㄡˋ	ow	ngeou4	ou4
pa,pa0,pa5	pa	p'a,p'a0,p'a5	pa,pa0,pa5	pa,pa0,pa5	ㄆㄚ˙,ㄆㄚ	.pa	p'a,p'a0,p'a5	pa
pa1	pā	p'a1	pa1	pa1	ㄆㄚˉ	pa	p'a1	pa1
pa2	pá	p'a2	pa2	pa2	ㄆㄚˊ	par	p'a2	pa2
pa3	pǎ	p'a3	pa3	pa3	ㄆㄚˇ	paa	p'a3	pa3
pa4	pà	p'a4	pa4	pa4	ㄆㄚˋ	pah	p'a4	pa4
pai,pai0,pai5	pai	p'ai,p'ai0,p'ai5	pai,pai0,pai5	pai,pai0,pai5	ㄆㄞ˙,ㄆㄞ	.pai	p'ai,p'ai0,p'ai5	pai
pai1	pāi	p'ai1	pai1	pai1	ㄆㄞˉ	pai	p'ai1	pai1
pai2	pái	p'ai2	pai2	pai2	ㄆㄞˊ	pair	p'ai2	pai2
pai3	pǎi	p'ai3	pai3	pai3	ㄆㄞˇ	pae	p'ai3	pai3
pai4	pài	p'ai4	pai4	pai4	ㄆㄞˋ	pay	p'ai4	pai4
pan,pan0,pan5	pan	p'an,p'an0,p'an5	pan,pan0,pan5	pan,pan0,pan5	ㄆㄢ˙,ㄆㄢ	.pan	p'an,p'an0,p'an5	pan
pan1	pān	p'an1	pan1	pan1	ㄆㄢˉ	pan	p'an1	pan1
pan2	pán	p'an2	pan2	pan2	ㄆㄢˊ	parn	p'an2	pan2
pan3	pǎn	p'an3	pan3	pan3	ㄆㄢˇ	paan	p'an3	pan3
pan4	pàn	p'an4	pan4	pan4	ㄆㄢˋ	pann	p'an4	pan4
pang,pang0,pang5	pang	p'ang,p'ang0,p'ang5	pang,pang0,pang5	pang,pang0,pang5	ㄆㄤ˙,ㄆㄤ	.pang	p'ang,p'ang0,p'ang5	pang
pang1	pāng	p'ang1	pang1	pang1	ㄆㄤˉ	pang	p'ang1	pang1
pang2	páng	p'ang2	pang2	pang2	ㄆㄤˊ	parng	p'ang2	pang2
pang3	pǎng	p'ang3	pang3	pang3	ㄆㄤˇ	paang	p'ang3	pang3
pang4	pàng	p'ang4	pang4	pang4	ㄆㄤˋ	panq	p'ang4	pang4
pao,pao0,pao5	pao	p'ao,p'ao0,p'ao5	pau,pau0,pau5	pau,pau0,pau5	ㄆㄠ˙,ㄆㄠ	.pau	p'ao,p'ao0,p'ao5	pao
pao1	pāo	p'ao1	pau1	pau1	ㄆㄠˉ	pau	p'ao1	pao1
pao2	páo	p'ao2	pau2	pau2	ㄆㄠˊ	paur	p'ao2	pao2
pao3	pǎo	p'ao3	pau3	pau3	ㄆㄠˇ	pao	p'ao3	pao3
pao4	pào	p'ao4	pau4	pau4	ㄆㄠˋ	paw	p'ao4	pao4
pei,pei0,pei5	pei	p'ei,p'ei0,p'ei5	pei,pei0,pei5	pei,pei0,pei5	ㄆㄟ˙,ㄆㄟ	.pei	p'ei,p'ei0,p'ei5	pei
pei1	pēi	p'ei1	pei1	pei1	ㄆㄟˉ	pei	p'ei1	pei1
pei2	péi	p'ei2	pei2	pei2	ㄆㄟˊ	peir	p'ei2	pei2
pei3	pěi	p'ei3	pei3	pei3	ㄆㄟˇ	peei	p'ei3	pei3
pei4	pèi	p'ei4	pei4	pei4	ㄆㄟˋ	pey	p'ei4	pei4
pen,pen0,pen5	pen	p'en,p'en0,p'en5,p'ên,p'ên0,p'ên5	pen,pen0,pen5	pen,pen0,pen5	ㄆㄣ˙,ㄆㄣ	.pen	p'en,p'en0,p'en5	pen
pen1	pēn	p'en1,p'ên1	pen1	pen1	ㄆㄣˉ	pen	p'en1	pen1
pen2	pén	p'en2,p'ên2	pen2	pen2	ㄆㄣˊ	pern	p'en2	pen2
pen3	pěn	p'en3,p'ên3	pen3	pen3	ㄆㄣˇ	peen	p'en3	pen3
pen4	pèn	p'en4,p'ên4	pen4	pen4	ㄆㄣˋ	penn	p'en4	pen4
peng,peng0,peng5	peng	p'eng,p'eng0,p'eng5,p'êng,p'êng0,p'êng5	peng,peng0,peng5	peng,peng0,peng5	ㄆㄥ˙,ㄆㄥ	.peng	p'ong,p'ong0,p'ong5	peng
peng1	pēng	p'eng1,p'êng1	peng1	peng1	ㄆㄥˉ	peng	p'ong1	peng1
peng2	péng	p'eng2,p'êng2	peng2	peng2	ㄆㄥˊ	perng	p'ong2	peng2
peng3	pěng	p'eng3,p'êng3	peng3	peng3	ㄆㄥˇ	peeng	p'ong3	peng3
peng4	pèng	p'eng4,p'êng4	peng4	peng4	ㄆㄥˋ	penq	p'ong4	peng4
pi,pi0,pi5	pi	p'i,p'i0,p'i5	pi,pi0,pi5	pi,pi0,pi5	ㄆ一˙,ㄆ一	.pi	p'i,p'i0,p'i5	pi
pi1	pī	p'i1	pi1	pi1	ㄆ一ˉ	pi	p'i1	pi1
pi2	pí	p'i2	pi2	pi2	ㄆ一ˊ	pyi	p'i2	pi2
pi3	pǐ	p'i3	pi3	pi3	ㄆ一ˇ	pii	p'i3	pi3
pi4	pì	p'i4	pi4	pi4	ㄆ一ˋ	pih	p'i4	pi4
pian,pian0,pian5	pian	p'ien,p'ien0,p'ien5	pyan,pyan0,pyan5	pian,pian0,pian5	ㄆ一ㄢ˙,ㄆ一ㄢ	.pian	p'ien,p'ien0,p'ien5	pian
pian1	piān	p'ien1	pyan1	pian1	ㄆ一ㄢˉ	pian	p'ien1	pian1
pian2	pián	p'ien2	pyan2	pian2	ㄆ一ㄢˊ	pyan	p'ien2	pian2
pian3	piǎn	p'ien3	pyan3	pian3	ㄆ一ㄢˇ	pean	p'ien3	pian3
pian4	piàn	p'ien4	pyan4	pian4	ㄆ一ㄢˋ	piann	p'ien4	pian4
piao,piao0,piao5	piao	p'iao,p'iao0,p'iao5	pyau,pyau0,pyau5	piau,piau0,piau5	ㄆ一ㄠ˙,ㄆ一ㄠ	.piau	p'iao,p'iao0,p'iao5	piao
piao1	piāo	p'iao1	pyau1	piau1	ㄆ一ㄠˉ	piau	p'iao1	piao1
piao2	piáo	p'iao2	pyau2	piau2	ㄆ一ㄠˊ	pyau	p'iao2	piao2
piao3	piǎo	p'iao3	pyau3	piau3	ㄆ一ㄠˇ	peau	p'iao3	piao3
piao4	piào	p'iao4	pyau4	piau4	ㄆ一ㄠˋ	piaw	p'iao4	piao4
pie,pie0,pie5	pie	p'ieh,p'ieh0,p'ieh5	pye,pye0,pye5	pie,pie0,pie5	ㄆ一ㄝ˙,ㄆ一ㄝ	.pie	p'ie,p'ie0,p'ie5	pie
pie1	piē	p'ieh1	pye1	pie1	ㄆ一ㄝˉ	pie	p'ie1	pie1
pie2	pié	p'ieh2	pye2	pie2	ㄆ一ㄝˊ	pye	p'ie2	pie2
pie3	piě	p'ieh3	pye3	pie3	ㄆ一ㄝˇ	piee	p'ie3	pie3
pie4	piè	p'ieh4	pye4	pie4	ㄆ一ㄝˋ	pieh	p'ie4	pie4
pin,pin0,pin5	pin	p'in,p'in0,p'in5	pin,pin0,pin5	pin,pin0,pin5	ㄆ一ㄣ˙,ㄆ一ㄣ	.pin	p'in,p'in0,p'in5	pin
pin1	pīn	p'in1	pin1	pin1	ㄆ一ㄣˉ	pin	p'in1	pin1
pin2	pín	p'in2	pin2	pin2	ㄆ一ㄣˊ	pyn	p'in2	pin2
pin3	pǐn	p'in3	pin3	pin3	ㄆ一ㄣˇ	piin	p'in3	pin3
pin4	pìn	p'in4	pin4	pin4	ㄆ一ㄣˋ	pinn	p'in4	pin4
ping,ping0,ping5	ping	p'ing,p'ing0,p'ing5	ping,ping0,ping5	ping,ping0,ping5	ㄆ一ㄥ˙,ㄆ一ㄥ	.ping	p'ing,p'ing0,p'ing5	ping
ping1	pīng	p'ing1	ping1	ping1	ㄆ一ㄥˉ	ping	p'ing1	ping1
ping2	píng	p'ing2	ping2	ping2	ㄆ一ㄥˊ	pyng	p'ing2	ping2
ping3	pǐng	p'ing3	ping3	ping3	ㄆ一ㄥˇ	piing	p'ing3	ping3
ping4	pìng	p'ing4	ping4	ping4	ㄆ一ㄥˋ	pinq	p'ing4	ping4
po,po0,po5	po	p'o,p'o0,p'o5	pwo,pwo0,pwo5	po,po0,po5	ㄆㄛ˙,ㄆㄛ	.po	p'o,p'o0,p'o5	po
po1	pō	p'o1	pwo1	po1	ㄆㄛˉ	po	p'o1	po1
po2	pó	p'o2	pwo2	po2	ㄆㄛˊ	por	p'o2	po2
po3	pǒ	p'o3	pwo3	po3	ㄆㄛˇ	poo	p'o3	po3
po4	pò	p'o4	pwo4	po4	ㄆㄛˋ	poh	p'o4	po4
